python molurus,298,4QY4N,species,,"Pakistan, India (Assam, Himachal Pradesh, Jammu and Kashmir, Gujarat, Madhya Pradesh, Kerala, Tamil Nadu, Andhra Pradesh, Karnataka, Maharashtra (Mulshi – R.Kulkarni (pers. comm.), around Ghoshalkhamb – near Lonavla, Valvan – S. Choudhary (pers. comm.)) [A. Captain, pers. comm.], Punjab [Dino Aulakh, pers. comm.], Mizoram), Nepal, Bhutan, Myanmar, Vietnam (Yen Bai etc.), Sri Lanka",Pakistan,"Pakistan, India, Nepal, Bhutan, Myanmar, Vietnam, Sri Lanka",
python regius,299,7925W,species,,"Senegal, Gambia, Guinea-Bissau, Guinea (Conakry), Sierra Leone, Ivory Coast, Ghana, Togo, Benin, SW Niger (near the border of Benin), Burkina Faso, Nigeria, Cameroon, Central African Republic, N Democratic Republic of the Congo (Zaire), Mali, Uganda, Republic of South Sudan (RSS) (Owen 1956)",Guinea,"Guinea, Ivory Coast, Ghana, Benin, Benin, Nigeria, Central African Republic, Uganda",
simalia amethistina,300,6YPQ7,species,,"Indonesia (Halmahera, Batjan = Bacan, Ceram = Seram, Ambon, Saparua, Haraku, Timorlaut, Banda, Kai Island, Aru Island, Misool, Salawati, Irian Jaya),",Indonesia,Indonesia,
simalia boeleni,301,6YQ27,species,,"NC Papua New Guinea (Milne Bay Province: Gayari, W slope Mt. Dayman, ca. 1700 m elevation [Kraus 2013]; Mt. Brown [McDowell 1975], Musa Valley)",No Valid Country Found,No Valid Country Found,
simalia nauta,302,6YPQ4,species,,Indonesia (Tanimbar group).,Indonesia,Indonesia,
,303,,name not found,,,No Valid Country Found,No Valid Country Found,
agkistrodon contortrix,304,89FCW,species,,,No Valid Country Found,No Valid Country Found,
bitis gabonica,305,LXL7,species,,"Benin, Nigeria, Chad, Republic of South Sudan (RSS), Central African Republic, Cameroon, Uganda, Equatorial Guinea, Congo (Brazzaville), Democratic Republic of the Congo (Zaire), Angola, Zambia, SW Kenya (Western), W Rwanda (Ruhengeri), Gabon, E Tanzania (Lindi, Mtwara, Piwani, Tanga), E Zimbabwe, Mozambique, Republic of South Africa (Zululand), Malawi, Togo",Benin,"Benin, Nigeria, Chad, Cameroon, Uganda, Equatorial Guinea, Democratic Republic of the Congo, Angola, Zambia, Kenya, Zimbabwe, Mozambique",
cerastes cerastes,306,SJXC,species,,"Egypt, Libya, Tunisia, Algeria, Morocco, Mauritania, Mali, Niger, Israel, Jordan, Sudan (Jumhūriyyat), Western Sahara",Egypt,"Egypt, Libya, Tunisia, Algeria, Morocco, Mauritania, Niger, Israel, Jordan, Sudan",
cerastes vipera,307,SJXV,species,,"Egypt (Sinai), Libya, Tunisia, Algeria, Morocco, Mauritania, Mali, Niger, Western Sahara, N Sudan (Jumhūriyyat),",Egypt,"Egypt, Libya, Tunisia, Algeria, Morocco, Mauritania, Niger, Western Sahara",
crotalus atrox,308,8FRP3,species,,,No Valid Country Found,No Valid Country Found,
trimeresurus albolaris,309,8GQFV,Genus Matched. Species not found,,,No Valid Country Found,No Valid Country Found,trimeresurus albolaris
trimeresurus insularis,310,7D5ML,species,,"Indonesia (Adonara, Alor, Bali, Flores, Komodo, Lombok, Padar, Rinca, Romang, Roti, Sumba, Sumbawa, Timor, Wetar, Java), Timor-Leste",Indonesia,Indonesia,
trimeresurus purpureomaculatus,311,7CTPM,species,,"Bangladesh, Burma, S Thailand,",Bangladesh,Bangladesh,
tropidolaemus laticinctus,312,7CX26,species,,Indonesia (Sulawesi),Indonesia,Indonesia,
tropidolaemus wagleri,313,59BSH,species,,"S Vietnam ? (Minh Hai and Song Be) (Orlov et al., 2003),",Vietnam,Vietnam,
,314,,name not found,,,No Valid Country Found,No Valid Country Found,
erpeton tentaculatum,315,3B9FS,species,,"Thailand, Cambodia, Vietnam",Thailand,"Thailand, Cambodia, Vietnam",
homalopsis buccata,316,3MDTY,species,,Bangladesh; Cambodia; Thailand; Vietnam;,Bangladesh,"Bangladesh, Cambodia, Thailand, Vietnam",
hypsiscopus plumbea,317,6MT3P,species,,"India, Burma (Myanmar), Cambodia,",India,"India, Myanmar, Cambodia",
xenopeltis unicolor,318,7G7VF,species,,"Thailand (incl. Phuket),",Thailand,Thailand,
,319,,name not found,,,No Valid Country Found,No Valid Country Found,
,320,,name not found,,,No Valid Country Found,No Valid Country Found,
,321,,name not found,,,No Valid Country Found,No Valid Country Found,
,322,,name not found,,,No Valid Country Found,No Valid Country Found,
,323,,name not found,,,No Valid Country Found,No Valid Country Found,
,324,,name not found,,,No Valid Country Found,No Valid Country Found,
,325,,name not found,,,No Valid Country Found,No Valid Country Found,
,326,,name not found,,,No Valid Country Found,No Valid Country Found,
,327,,name not found,,,No Valid Country Found,No Valid Country Found,
,328,,name not found,,,No Valid Country Found,No Valid Country Found,
,329,,name not found,,,No Valid Country Found,No Valid Country Found,
,330,,name not found,,,No Valid Country Found,No Valid Country Found,
,331,,name not found,,,No Valid Country Found,No Valid Country Found,
,332,,name not found,,,No Valid Country Found,No Valid Country Found,
,333,,name not found,,,No Valid Country Found,No Valid Country Found,
,334,,name not found,,,No Valid Country Found,No Valid Country Found,
,335,,name not found,,,No Valid Country Found,No Valid Country Found,
,336,,name not found,,,No Valid Country Found,No Valid Country Found,
,337,,name not found,,,No Valid Country Found,No Valid Country Found,
,338,,name not found,,,No Valid Country Found,No Valid Country Found,
,339,,name not found,,,No Valid Country Found,No Valid Country Found,
