Kind,Kind2,Kind3,Kind4,Common Name,Common name2,Common name3,Common Name Common name2 Common name3,Bi or Trinomial Name,Sp Short Name,Kingdom,Phylum,Class,Order,Infraorder,Clade,Sub Order,Superfamily,Family,Sub family,Tribe,Genus,Sub Genus,Species,Sub species 1,Sub Species 2,Prior binomial name,Kind > Kind2 Kind3,"Genus > Species > 
 > Sub species 1","Common Name
 > Bi or Trinomial Name",Code1,Code2,Code3,,,,,,,,Original Order,Cleaned Name,Taxon ID,Match Level,Error,dwc:taxonID,Unmatched Names
Lizard,Gecko,,,Gargoyle Gecko,,,Gargoyle Gecko  ,Rhacodactylus auriculatus,R.auriculatus,Animalia,Chordata,Reptilia,Squamata,,,,,Diplodactylidae,,,Rhacodactylus,,auriculatus,,,,Lizard > Gecko,Rhacodactylus > auriculatus,"Gargoyle Gecko
 > Rhacodactylus auriculatus",LIGEC,GARGK,,,,,,,,,126,rhacodactylus auriculatus,4RX4K,species,,4RX4K,
Lizard,Gecko,,,New Caledonian Giant Gecko,Leachie Gecko,Leach's Giant Gecko,New Caledonian Giant Gecko Leachie Gecko Leach's Giant Gecko,Rhacodactylus leachianus,R.leachianus,Animalia,Chordata,Reptilia,Squamata,,,,,Diplodactylidae,,,Rhacodactylus,,leachianus,,,,Lizard > Gecko,Rhacodactylus > leachianus,"New Caledonian Giant Gecko
 > Rhacodactylus leachianus",LIGEC,LEAGK,,,,,,,,,127,rhacodactylus leachianus,4RX4R,species,,4RX4R,
Lizard,Gecko,,,West Indian Leopard Gecko,,,West Indian Leopard Gecko  ,Eublepharis fuscus,E.fuscus,Animalia,Chordata,Reptilia,Squamata,,,,,Eublepharidae,,,Eublepharis,,fuscus,,,,Lizard > Gecko,Eublepharis > fuscus,"West Indian Leopard Gecko
 > Eublepharis fuscus",LIGEC,WINGK,,,,,,,,,128,eublepharis fuscus,6GSJS,species,,6GSJS,
Lizard,Gecko,,,Leopard gecko,,,Leopard gecko  ,Eublepharis macularius,E.macularius,Animalia,Chordata,Reptilia,Squamata,,,,,Eublepharidae,,,Eublepharis,,macularius,,,,Lizard > Gecko,Eublepharis > macularius,"Leopard gecko
 > Eublepharis macularius",LIGEC,LEOGK,,,,,,,,,129,eublepharis macularius,3BNV5,species,,3BNV5,
Lizard,Gecko,,,Afghan leopard gecko *,,,Afghan leopard gecko *  ,Eublepharis macularius afghanicus,E.macularius afghanicus,Animalia,Chordata,Reptilia,Squamata,,,,,Eublepharidae,,,Eublepharis,,macularius,afghanicus,,,Lizard > Gecko,"Eublepharis > macularius > 
 > afghanicus","Afghan leopard gecko *
 > Eublepharis macularius afghanicus",LIGEC,AFLGK,,,,,,,,,130,eublepharis macularius afghanicus,7GRQ3,subspecies,,7GRQ3,
Lizard,Gecko,,,Satpuraensis Leopard Gecko,,,Satpuraensis Leopard Gecko  ,Eublepharis satpuraensis,E.satpuraensis,Animalia,Chordata,Reptilia,Squamata,,,,,Eublepharidae,,,Eublepharis,,satpuraensis,,,,Lizard > Gecko,Eublepharis > satpuraensis,"Satpuraensis Leopard Gecko
 > Eublepharis satpuraensis",LIGEC,SATGK,,,,,,,,,131,eublepharis satpuraensis,6H4K4,species,,6H4K4,
Lizard,Gecko,,,Indian Leopard Gecko,,,Indian Leopard Gecko  ,Eublepharis*,E. spp,Animalia,Chordata,Reptilia,Squamata,,,,,Eublepharidae,,,Eublepharis*,,,,,,Lizard > Gecko,Eublepharis* >,"Indian Leopard Gecko
 > Eublepharis*",LIGEC,INDGK,,,,,,,,,132,eublepharis,96RZ8,genus,,96RZ8,
Lizard,Gecko,,,Cat Gecko,Cat Eyed Gecko,,Cat Gecko Cat Eyed Gecko ,Aeluroscalabotes felinus,A. felinus,Animalia,Chordata,Reptilia,Squamata,,,,,Eublepharidae,,,Aeluroscalabotes,,felinus,,,,Lizard > Gecko,Aeluroscalabotes > felinus,"Cat Gecko
 > Aeluroscalabotes felinus",LIGEC,CATGK,,,,,,,,,133,aeluroscalabotes felinus,659ZK,species,,659ZK,
Lizard,Gecko,,,African Fat-Tailed Gecko,Fat-Tail Gecko,,African Fat-Tailed Gecko Fat-Tail Gecko ,Hemitheconyx caudicinctus,H.caudicinctus,Animalia,Chordata,Reptilia,Squamata,,,,,Eublepharidae,,,Hemitheconyx,,caudicinctus,,,,Lizard > Gecko,Hemitheconyx > caudicinctus,"African Fat-Tailed Gecko
 > Hemitheconyx caudicinctus",LIGEC,AFTGK,,,,,,,,,134,hemitheconyx caudicinctus,3KTFP,species,,3KTFP,
Lizard,Gecko,,,Tokay Gecko,,,Tokay Gecko  ,Gekko gecko,G.gecko,Animalia,Chordata,Reptilia,Squamata,,,,,Gekkonidae,,,Gekko,,gecko,,,,Lizard > Gecko,Gekko > gecko,"Tokay Gecko
 > Gekko gecko",LIGEC,TOKGK,,,,,,,,,135,gekko gecko,3FH5H,species,,3FH5H,
Lizard,Gecko,,,Madagascar Day Gecko,,,Madagascar Day Gecko  ,Phelsuma * *,P.* *,Animalia,Chordata,Reptilia,Squamata,,,,,Gekkonidae,Uroplatinae,,Phelsuma,,*,*,,,Lizard > Gecko,"Phelsuma > * > 
 > *","Madagascar Day Gecko
 > Phelsuma * *",LIGEC,MDYGK,,,,,,,,,136,phelsuma,6N56,genus,,6N56,
Lizard,Gecko,,,Leaf Tailed Gecko,,,Leaf Tailed Gecko  ,Uroplatus *,U.*,Animalia,Chordata,Reptilia,Squamata,,,,,Gekkonidae,,,Uroplatus,,*,,,,Lizard > Gecko,Uroplatus > *,"Leaf Tailed Gecko
 > Uroplatus *",LIGEC,LFTGK,,,,,,,,,137,uroplatus,63W9N,genus,,63W9N,
Lizard,Helodermatidae,,,Mexican Beaded Lizard,,,Mexican Beaded Lizard  ,Heloderma horridum,H.horridum,Animalia,Chordata,Reptilia,Squamata,,,,,Helodermatidae,,,Heloderma,,horridum,,,,Lizard > Helodermatidae,Heloderma > horridum,"Mexican Beaded Lizard
 > Heloderma horridum",LIHEL,MXBDL,,,,,,,,,138,heloderma horridum,3KGXY,species,,3KGXY,
Lizard,Helodermatidae,,,Gila Monster,,,Gila Monster  ,Heloderma suspectum,H.suspectum,Animalia,Chordata,Reptilia,Squamata,,,,,Helodermatidae,,,Heloderma,,suspectum,,,,Lizard > Helodermatidae,Heloderma > suspectum,"Gila Monster
 > Heloderma suspectum",LIHEL,GILMO,,,,,,,,,139,heloderma suspectum,3KGXZ,species,,3KGXZ,
Lizard,Hybrid,,,Galapagos Land Iguana X Marine,,,Galapagos Land Iguana X Marine  ,hybrid,*,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Hybrid,,,Hybrid,,*,*,,,Lizard > Hybrid,"Hybrid > * > 
 > *","Galapagos Land Iguana X Marine
 > hybrid",LIHYB,GALLX,,,,,,,,,140,hybrid,,genus not found,hybrid,,
Lizard,Iguana,,,Fiji Banded Iguana,Central Fijian Banded Iguana,,Fiji Banded Iguana Central Fijian Banded Iguana ,Brachylophus bulabula,B.bulabula,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Brachylophus,,bulabula,,,,Lizard > Iguana,Brachylophus > bulabula,"Fiji Banded Iguana
 > Brachylophus bulabula",LIIGU,FJBBL,,,,,,,,,141,brachylophus bulabula,MX3J,species,,MX3J,
Lizard,Iguana,,,Fiji Banded Iguana,Lau Banded Iguana,,Fiji Banded Iguana Lau Banded Iguana ,Brachylophus fasciatus,B.fasciatus,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Brachylophus,,fasciatus,,,,Lizard > Iguana,Brachylophus > fasciatus,"Fiji Banded Iguana
 > Brachylophus fasciatus",LIIGU,FJBFC,,,,,,,,,142,brachylophus fasciatus,MX3K,species,,MX3K,
Lizard,Iguana,,,Fiji Crested Iguana,,,Fiji Crested Iguana  ,Brachylophus vitiensis,B.vitiensis,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Brachylophus,,vitiensis,,,,Lizard > Iguana,Brachylophus > vitiensis,"Fiji Crested Iguana
 > Brachylophus vitiensis",LIIGU,FJCRE,,,,,,,,,143,brachylophus vitiensis,MX3L,species,,MX3L,
Lizard,Iguana,,,Yucatan Spiny-Tailed Iguana,,,Yucatan Spiny-Tailed Iguana  ,Cachryx defensor,C.defensor,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Cachryx,,defensor,,,,Lizard > Iguana,Cachryx > defensor,"Yucatan Spiny-Tailed Iguana
 > Cachryx defensor",LIIGU,YUSPI,,,,,,,,,144,cachryx defensor,9XHYV,species,,9XHYV,
Lizard,Iguana,,,Galapagos Pink Land Iguana,,,Galapagos Pink Land Iguana  ,Conolophus marthae,C.marthae,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Conolophus,,marthae,,,,Lizard > Iguana,Conolophus > marthae,"Galapagos Pink Land Iguana
 > Conolophus marthae",LIIGU,GALPI,,,,,,,,,145,conolophus marthae,5ZTVP,species,,5ZTVP,
Lizard,Iguana,,,Galapagos Land Iguana,,,Galapagos Land Iguana  ,Conolophus subcristatus,C.subcristatus,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Conolophus,,subcristatus,,,,Lizard > Iguana,Conolophus > subcristatus,"Galapagos Land Iguana
 > Conolophus subcristatus",LIIGU,GALLI,,,,,,,,,146,conolophus subcristatus,5ZTW3,species,,5ZTW3,
Lizard,Iguana,,,Spiny-Tailed Iguana,,,Spiny-Tailed Iguana  ,Ctenosaura* sp*,C.sp*,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Ctenosaura*,,sp*,,,,Lizard > Iguana,Ctenosaura* > sp*,"Spiny-Tailed Iguana
 > Ctenosaura* sp*",LIIGU,SPTIG,,,,,,,,,147,ctenosaura sp,3X3S,Genus Matched. Species not found,ctenosaura sp,3X3S,
Lizard,Iguana,,,Balsas Spiny-Tailed iguana,Balsas armed lizard,nopiche,Balsas Spiny-Tailed iguana Balsas armed lizard nopiche,Ctenosaura clarki,C. clarki,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Ctenosaura,,clarki,,,,Lizard > Iguana,Ctenosaura > clarki,"Balsas Spiny-Tailed iguana
 > Ctenosaura clarki",LIIGU,BLSTI,,,,,,,,,148,ctenosaura clarki,32765,species,,32765,
Lizard,Iguana,,,Turks and Caicos Rock Iguana,,,Turks and Caicos Rock Iguana  ,Cyclura,C.carinata,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Cyclura,,carinata,,,,Lizard > Iguana,Cyclura > carinata,"Turks and Caicos Rock Iguana
 > Cyclura",LIIGU,TCRIG,,,,,,,,,149,cyclura,926GH,genus,,926GH,
Lizard,Iguana,,,Rhinoceros Iguana,,,Rhinoceros Iguana  ,Cyclura cornuta,C.cornuta,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Cyclura,,cornuta,,,,Lizard > Iguana,Cyclura > cornuta,"Rhinoceros Iguana
 > Cyclura cornuta",LIIGU,RHIIG,,,,,,,,,150,cyclura cornuta,32YSW,species,,32YSW,
Lizard,Iguana,,,Exuma Island Iguana,,,Exuma Island Iguana  ,Cyclura cychlura figginsi,C.c.figginsi,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Cyclura,,cychlura,figginsi,,,Lizard > Iguana,"Cyclura > cychlura > 
 > figginsi","Exuma Island Iguana
 > Cyclura cychlura figginsi",LIIGU,EXUIG,,,,,,,,,151,cyclura cychlura figginsi,5DYNR,subspecies,,5DYNR,
Lizard,Iguana,,,Grand Cayman Blue Iguana,Grand Cayman Ground iguana,,Grand Cayman Blue Iguana Grand Cayman Ground iguana ,Cyclura lewisi,C.lewisi,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Cyclura,,lewisi,,,,Lizard > Iguana,Cyclura > lewisi,"Grand Cayman Blue Iguana
 > Cyclura lewisi",LIIGU,GCBIG,,,,,,,,,152,cyclura lewisi,32YT6,species,,32YT6,
Lizard,Iguana,,,Cuban Rock Iguana,,,Cuban Rock Iguana  ,Cyclura nubila,C.nubila,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Cyclura,,nubila,,,,Lizard > Iguana,Cyclura > nubila,"Cuban Rock Iguana
 > Cyclura nubila",LIIGU,CURIG,,,,,,,,,153,cyclura nubila,6BTN8,species,,6BTN8,
Lizard,Iguana,,,Rock Iguana (Caribbean rock iguana),,,Rock Iguana (Caribbean rock iguana)  ,Cyclura,C.sp*,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Cyclura,,sp*,,,,Lizard > Iguana,Cyclura > sp*,"Rock Iguana (Caribbean rock iguana)
 > Cyclura",LIIGU,CROIG,,,,,,,,,154,cyclura,926GH,genus,,926GH,
Lizard,Iguana,,,Lesser Antillean Iguana,,,Lesser Antillean Iguana  ,Iguana delicatissima,I.delicatissima,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Iguana,,delicatissima,,,,Lizard > Iguana,Iguana > delicatissima,"Lesser Antillean Iguana
 > Iguana delicatissima",LIIGU,LEAIG,,,,,,,,,155,iguana delicatissima,6N73J,species,,6N73J,
Lizard,Iguana,,,Iguana,,,Iguana  ,Iguana Iguana,I.Iguana,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Iguana,,Iguana,,,,Lizard > Iguana,Iguana > Iguana,"Iguana
 > Iguana Iguana",LIIGU,COMIG,,,,,,,,,156,iguana iguana,6MV3G,species,,6MV3G,
Lizard,Iguana,,,St. Thomas Island Iguana,,,St. Thomas Island Iguana  ,Iguana iguana* sp*,I.iguana* sp*,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Iguana,,iguana*,sp*,,,Lizard > Iguana,"Iguana > iguana* > 
 > sp*","St. Thomas Island Iguana
 > Iguana iguana* sp*",LIIGU,STIIG,,,,,,,,,157,iguana iguana sp,6MV3G,species,,6MV3G,
Lizard,Iguana,,,St. Lucia Iguana,,,St. Lucia Iguana  ,Iguana iguana* sp*,I.iguana* sp*,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Iguana,,iguana*,sp*,,,Lizard > Iguana,"Iguana > iguana* > 
 > sp*","St. Lucia Iguana
 > Iguana iguana* sp*",LIIGU,STLIG,,,,,,,,,158,iguana iguana sp,6MV3G,species,,6MV3G,
Lizard,Lacertidae,,,Green keel bellied lizard,,,Green keel bellied lizard  ,Gastropholis prasina,G.prasina,Animalia,Chordata,Reptilia,Squamata,,,,,Lacertidae,,,Gastropholis,,prasina,,,,Lizard > Lacertidae,Gastropholis > prasina,"Green keel bellied lizard
 > Gastropholis prasina",LILAC,GKBLL,,,,,,,,,159,gastropholis prasina,3FDVG,species,,3FDVG,
Lizard,Monitor,,,Borneo Earless Monitor Lizard,,,Borneo Earless Monitor Lizard  ,Lanthanotus borneensis,L. borneensis,Animalia,Chordata,Reptilia,Squamata,,,,,Lanthanotidae,,,Lanthanotus,,borneensis,,,,Lizard > Monitor,Lanthanotus > borneensis,"Borneo Earless Monitor Lizard
 > Lanthanotus borneensis",LIMON,BRELM,,,,,,,,,160,lanthanotus borneensis,3S7W2,species,,3S7W2,
Lizard,Monitor,,,Tree Monitor*,,,Tree Monitor*  ,Varanus hapturosaurus sp,V. hapturosaurus sp,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Hapturosaurus,*,,,,Lizard > Monitor,Varanus > *,"Tree Monitor*
 > Varanus hapturosaurus sp",LIMON,TREEM,,,,,,,,,161,varanus hapturosaurus sp,7FG77,Genus Matched. Species not found,varanus hapturosaurus sp,7FG77,
Lizard,Monitor,,,Black-Throated Monitor,,,Black-Throated Monitor  ,Varanus albigularis microstictus,V. a. microstictus,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Polydaedalus,albigularis,microstictus,,,Lizard > Monitor,"Varanus > albigularis > 
 > microstictus","Black-Throated Monitor
 > Varanus albigularis microstictus",LIMON,BKTHM,,,,,,,,,162,varanus albigularis microstictus,7J5QT,subspecies,,7J5QT,
Lizard,Monitor,,,Peacock Monitor,Auffenberg's Monitor,,Peacock Monitor Auffenberg's Monitor ,Varanus auffenbergi,V. auffenbergi,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Odatria,auffenbergi,,,,Lizard > Monitor,Varanus > auffenbergi,"Peacock Monitor
 > Varanus auffenbergi",LIMON,PKKMN,,,,,,,,,163,varanus auffenbergi,7FGCC,species,,7FGCC,
Lizard,Monitor,,,Black Tree Monitor,Beccari's Tree Monitor,,Black Tree Monitor Beccari's Tree Monitor ,Varanus beccarii,V.beccarii,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Hapturosaurus,beccarii,,,,Lizard > Monitor,Varanus > beccarii,"Black Tree Monitor
 > Varanus beccarii",LIMON,BLKTM,,,,,,,,,164,varanus beccarii,7FGF3,species,,7FGF3,
Lizard,Monitor,,,Cumingi Water Monitor,Yellow Headed Water Monitor (cumingi),Cumings water monitor,Cumingi Water Monitor Yellow Headed Water Monitor (cumingi) Cumings water monitor,Varanus cumingi,V.cumingi,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Soterosaurus,cumingi,,,,Lizard > Monitor,Varanus > cumingi,"Cumingi Water Monitor
 > Varanus cumingi",LIMON,CUMWM,,,,,,,,,165,varanus cumingi,7FGDM,species,,7FGDM,
Lizard,Monitor,,,Blue Tailed Monitor,Blue-Tailed Tree Monitor,Kalabeck's monitor,Blue Tailed Monitor Blue-Tailed Tree Monitor Kalabeck's monitor,Varanus doreanus,V.doreanus,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Euprepiosaurus,doreanus,,,,Lizard > Monitor,Varanus > doreanus,"Blue Tailed Monitor
 > Varanus doreanus",LIMON,BLTLM,,,,,,,,,166,varanus doreanus,7FGDZ,species,,7FGDZ,
Lizard,Monitor,,,Dumeril's Monitor,,,Dumeril's Monitor  ,Varanus dumerilii,V.dumerilii,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Empagusia,dumerilii,,,,Lizard > Monitor,Varanus > dumerilii,"Dumeril's Monitor
 > Varanus dumerilii",LIMON,DUMRM,,,,,,,,,167,varanus dumerilii,7FGDW,species,,7FGDW,
Lizard,Monitor,,,Savannah Monitor,,,Savannah Monitor  ,Varanus exanthematicus,V. exanthematicus,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Polydaedalus,exanthematicus,,,,Lizard > Monitor,Varanus > exanthematicus,"Savannah Monitor
 > Varanus exanthematicus",LIMON,SAVAM,,,,,,,,,168,varanus exanthematicus,7FGDT,species,,7FGDT,
Lizard,Monitor,,,Finsch's Monitor,,,Finsch's Monitor  ,Varanus finschi,V.finschi,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Euprepiosaurus,finschi,,,,Lizard > Monitor,Varanus > finschi,"Finsch's Monitor
 > Varanus finschi",LIMON,FINCM,,,,,,,,,169,varanus finschi,7FFVF,species,,7FFVF,
Lizard,Monitor,,,Perentie Monitor,,,Perentie Monitor  ,Varanus giganteus,V.giganteus,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Varanus,giganteus,,,,Lizard > Monitor,Varanus > giganteus,"Perentie Monitor
 > Varanus giganteus",LIMON,PRNTM,,,,,,,,,170,varanus giganteus,7FG7D,species,,7FG7D,
Lizard,Monitor,,,Kimberley Rock Monitor,,,Kimberley Rock Monitor  ,Varanus glauerti,V. glauerti,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Odatria,glauerti,,,,Lizard > Monitor,Varanus > glauerti,"Kimberley Rock Monitor
 > Varanus glauerti",LIMON,KIMRM,,,,,,,,,171,varanus glauerti,7FFVB,species,,7FFVB,
Lizard,Monitor,,,Mangrove Monitor,Western Pacific Monitor,Mangrove Goanna,Mangrove Monitor Western Pacific Monitor Mangrove Goanna,Varanus indicus,V.indicus,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Varanus,indicus,,,,Lizard > Monitor,Varanus > indicus,"Mangrove Monitor
 > Varanus indicus",LIMON,MANGM,,,,,,,,,172,varanus indicus,7FG7H,species,,7FG7H,
Lizard,Monitor,,,Peach-Throated Monitor,Sepik Monitor,,Peach-Throated Monitor Sepik Monitor ,Varanus jobiensis,V. jobiensis,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Euprepiosaurus,jobiensis,,,,Lizard > Monitor,Varanus > jobiensis,"Peach-Throated Monitor
 > Varanus jobiensis",LIMON,PCTHM,,,,,,,,,173,varanus jobiensis,7FFW7,species,,7FFW7,
Lizard,Monitor,,,Komodo Dragon,,,Komodo Dragon  ,Varanus komodoensis,V.komodoensis,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Varanus,komodoensis,,,,Lizard > Monitor,Varanus > komodoensis,"Komodo Dragon
 > Varanus komodoensis",LIMON,KMDDR,,,,,,,,,174,varanus komodoensis,7FFW5,species,,7FFW5,
Lizard,Monitor,,,Biak Tree Monitor,Kordo Tree Monitor,,Biak Tree Monitor Kordo Tree Monitor ,Varanus kordensis,V.kordensis,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Hapturosaurus,kordensis,,,,Lizard > Monitor,Varanus > kordensis,"Biak Tree Monitor
 > Varanus kordensis",LIMON,BITRM,,,,,,,,,175,varanus kordensis,7FG7T,species,,7FG7T,
Lizard,Monitor,,,Blue Tree Monitor,Blue-Spotted Tree Monitor,,Blue Tree Monitor Blue-Spotted Tree Monitor ,Varanus macraei,V.macraei,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Hapturosaurus,macraei,,,,Lizard > Monitor,Varanus > macraei,"Blue Tree Monitor
 > Varanus macraei",LIMON,BLTRM,,,,,,,,,176,varanus macraei,7FFW3,species,,7FFW3,
Lizard,Monitor,,,Quince Monitor,,,Quince Monitor  ,Varanus melinus,V.melinus,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Euprepiosaurus,melinus,,,,Lizard > Monitor,Varanus > melinus,"Quince Monitor
 > Varanus melinus",LIMON,QINCM,,,,,,,,,177,varanus melinus,7FFW2,species,,7FFW2,
Lizard,Monitor,,,Mertens' Water Monitor,,,Mertens' Water Monitor  ,Varanus mertensi,V.mertensi,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Varanus,mertensi,,,,Lizard > Monitor,Varanus > mertensi,"Mertens' Water Monitor
 > Varanus mertensi",LIMON,MERTM,,,,,,,,,178,varanus mertensi,7FG7Q,species,,7FG7Q,
Lizard,Monitor,,,Clouded Monitor,,,Clouded Monitor  ,Varanus nebulosus,V.nebulosus,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Empagusia,nebulosus,,,,Lizard > Monitor,Varanus > nebulosus,"Clouded Monitor
 > Varanus nebulosus",LIMON,CLODM,,,,,,,,,179,varanus nebulosus,7FG7P,species,,7FG7P,
Lizard,Monitor,,,Nile Monitor,African Small-Grain Lizard,,Nile Monitor African Small-Grain Lizard ,Varanus niloticus,V.niloticus,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Polydaedalus,niloticus,,,,Lizard > Monitor,Varanus > niloticus,"Nile Monitor
 > Varanus niloticus",LIMON,NILEM,,,,,,,,,180,varanus niloticus,7FG7Z,species,,7FG7Z,
Lizard,Monitor,,,Nuchalis Monitor,Large-Scaled Water Monitor,Rough Necked Water Monitor,Nuchalis Monitor Large-Scaled Water Monitor Rough Necked Water Monitor,Varanus nuchalis,V. nuchalis,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Soterosaurus,nuchalis,,,,Lizard > Monitor,Varanus > nuchalis,"Nuchalis Monitor
 > Varanus nuchalis",LIMON,NUCHM,,,,,,,,,181,varanus nuchalis,7FFVY,species,,7FFVY,
Lizard,Monitor,,,Obor Monitor,Sago Monitor,Torch Monitor,Obor Monitor Sago Monitor Torch Monitor,Varanus obor,V. obor,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Euprepiosaurus,obor,,,,Lizard > Monitor,Varanus > obor,"Obor Monitor
 > Varanus obor",LIMON,OBORM,,,,,,,,,182,varanus obor,7FG7Y,species,,7FG7Y,
Lizard,Monitor,,,Gray's Monitor,Ornate Monitor,,Gray's Monitor Ornate Monitor ,Varanus olivaceus,V.olivaceus,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Philippinosaurus,olivaceus,,,,Lizard > Monitor,Varanus > olivaceus,"Gray's Monitor
 > Varanus olivaceus",LIMON,GRAYM,,,,,,,,,183,varanus olivaceus,7FG7X,species,,7FG7X,
Lizard,Monitor,,,Argus Monitor,Yellow Spotted Monitor,,Argus Monitor Yellow Spotted Monitor ,Varanus panoptes,V.panoptes,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Varanus,panoptes,,,,Lizard > Monitor,Varanus > panoptes,"Argus Monitor
 > Varanus panoptes",LIMON,ARGUM,,,,,,,,,184,varanus panoptes,7FG6D,species,,7FG6D,
Lizard,Monitor,,,Emerald Tree Monitor,Green Tree Monitor,,Emerald Tree Monitor Green Tree Monitor ,Varanus prasinus,V.prasinus,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Hapturosaurus,prasinus,,,,Lizard > Monitor,Varanus > prasinus,"Emerald Tree Monitor
 > Varanus prasinus",LIMON,EMTRM,,,,,,,,,185,varanus prasinus,7FG6L,species,,7FG6L,
Lizard,Monitor,,,Yellow Tree Monitor,Reisinger's Tree Monitor,,Yellow Tree Monitor Reisinger's Tree Monitor ,Varanus reisingeri,V. reisingeri,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Hapturosaurus,reisingeri,,,,Lizard > Monitor,Varanus > reisingeri,"Yellow Tree Monitor
 > Varanus reisingeri",LIMON,YETRM,,,,,,,,,186,varanus reisingeri,7FFV5,species,,7FFV5,
Lizard,Monitor,,,Roughneck Monitor,Rough Necked Monitor,Black Roughneck monitor,Roughneck Monitor Rough Necked Monitor Black Roughneck monitor,Varanus rudicollis,V. rudicollis,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Empagusia,rudicollis,,,,Lizard > Monitor,Varanus > rudicollis,"Roughneck Monitor
 > Varanus rudicollis",LIMON,ROUGM,,,,,,,,,187,varanus rudicollis,7FG75,species,,7FG75,
Lizard,Monitor,,,Crocodile Monitor,,,Crocodile Monitor  ,Varanus salvadorii,V.salvadorii,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Papusaurus,salvadorii,,,,Lizard > Monitor,Varanus > salvadorii,"Crocodile Monitor
 > Varanus salvadorii",LIMON,CROCM,,,,,,,,,188,varanus salvadorii,7FG6S,species,,7FG6S,
Lizard,Monitor,,,Asian Water Monitor,,,Asian Water Monitor  ,Varanus salvator,V.salvator,Animalia,Chordata,Reptilia,Squamata,,,,,Varanidae,,,Varanus,Soterosaurus,salvator,,,,Lizard > Monitor,Varanus > salvator,"Asian Water Monitor
 > Varanus salvator",LIMON,ASAWM,,,,,,,,,189,varanus salvator,7FG74,species,,7FG74,
